"property_id","property_name","property_address","property_street","property_city","property_state","property_zip","property_website","property_owner","property_management","property_asset_grade_market","property_asset_grade_submarket","year_built","total_units","total_square_feet","status","msa","submarket_name","survey_date","last_sale_date","last_sale_price","parcel_number","levels"
"1084","Mission Palms","951 W Orange Grove Rd, Tucson, AZ 85704","951 Orange Grove","Tucson","AZ","85704","http://www.missionpalmsapts.com/","Varia US Properties","MEB Management Services","B-","C","1982",360,372960,"Stabilized","Tucson, AZ","Casas Adobes/Oro Valley","8/5/2020","2017-07-31",NULL,"102-16-149B",2
"1085","Mountain Run","5800 Eubank Blvd NE, Albuquerque, NM 87111","5800 Eubank","Albuquerque","NM","87111","http://www.mountainrunabq.com/","Gelt Inc","FPI Management","A-","B+","1985",472,334176,"Stabilized","Albuquerque, NM","Northeast Heights","8/6/2020","2017-06-22",NULL,"1-021-062-200020-3-01-01",3
"1086","North Creek Heights","19701 112th Ave NE, Bothell, WA 98011","19701 112th","Bothell","WA","98011","http://www.northcreekheights.com/","Eaton Vance","Pinnacle","B-","B-","1990",114,101916,"Stabilized","Seattle-Bellevue-Everett, WA","Kirkland/Bothell","8/18/2020",NULL,NULL,"052605-9051",3
"1087","Chatsworth","4700 N Hill Pkwy, Chamblee, GA 30341","4700 Hill","Chamblee","GA","30341","https://www.chatsworthapartmenthomes.com/","ECI Group","ECI Group","B-","C","1983",410,471500,"Stabilized","Atlanta-Sandy Springs-Roswell, GA","Chamblee/Brookhaven","8/5/2020",NULL,NULL,"",3
"1088","Northlake Apartments","2445 Dunn Ave, Jacksonville, FL 32218","2445 Dunn","Jacksonville","FL","32218","https://www.livenorthlake.com/","Eaton Vance","Lincoln Property Company","B+","A","1989",240,206400,"Stabilized","Jacksonville, FL","Northside","8/18/2020",NULL,NULL,"044263-5000",3
"1089","Northwoods Townhomes","411 Gregory Dr, Cary, NC 27513","411 Gregory","Cary","NC","27513","http://www.northwoodstownhomesnc.com/","SYNCO Properties","Silverpoint Management","B-","C","1993",124,151156,"Stabilized","Raleigh/Durham, NC","North Cary/Morrisville","8/6/2020","2013-06-19",NULL,"0764.11-66-4636000",3
"1090","One Eton Square","8111 E 60th St, Tulsa, OK 74145","8111 60th","Tulsa","OK","74145","https://www.caseusa.com/apartments/ok/tulsa/one-eton-square/","Case & Associates","Case & Associates","A-","A+","1984",448,316288,"Stabilized","Tulsa, OK","East Tulsa","8/18/2020","2006-03-09",NULL,"76235-93-36-00775",3
"1091","Orchard of Landen","8390 Old Orchard Ln, Maineville, OH 45039","8390 Old Orchard","Maineville","OH","45039","http://www.orchardoflanden.com/","First Pacific Group Inc","First Pacific Group Inc","B+","B+","1989",312,290160,"Stabilized","Cincinnati, OH-KY-IN","Northeast Cincinnati/Warren County","8/4/2020","2006-05-31",NULL,"16-15-160-004-0",2
"1092","WestHaven at Vinings","5900 Suffex Green Ln, Atlanta, GA 30339","5900 Suffex Green","Atlanta","GA","30339","http://www.gowesthavenatvinings.com/","GoldOller Real Estate Investments","GoldOller Real Estate Investments","B+","B-","1989",610,588650,"Stabilized","Atlanta-Sandy Springs-Roswell, GA","Vinings","8/18/2020",NULL,NULL,"17-0887-0-115-0",3
"1093","The Commons","190 S 334th St, Federal Way, WA 98003","190 334th","Federal","WA","98003","http://www.thecommonsatfederalway.com/","TruAmerica Multifamily","Avenue5 Residential","","","1980",260,218140,"Rehab","Seattle-Bellevue-Everett, WA","Federal Way/Des Moines","8/18/2020","2015-12-10",NULL,"132203-0010",2
"1094","Arbors at Sweetgrass","1720 Kirkwood Dr, Fort Collins, CO 80525","1720 Kirkwood","Fort","CO","80525","http://www.arborsatsweetgrass.com/","OpenPath Investments","UV Residential","B","B-","1987",259,217301,"Stabilized","Fort Collins, CO","Fort Collins","8/3/2020","2017-11-17",NULL,"R1245368",3
"1095","Plum Tree Park","200 5th Ave SW, Renton, WA 98057","200 5th","Renton","WA","98057","http://www.plumtreeparkliving.com/","The Foundation Group Inc","Pinnacle","C+","B","1991",196,169344,"Stabilized","Seattle-Bellevue-Everett, WA","Renton","8/18/2020","2017-10-06",NULL,"982070-0090",3
"1096","Preakness","630 Bell Rd, Antioch, TN 37013","630 Bell","Antioch","TN","37013","https://www.preaknessapthomes.com/","White Eagle Property Group","Hawthorne Residential Partners","B","A","1985",260,197600,"Stabilized","Nashville-Davidson--Murfreesboro--Franklin, TN","Southeast Nashville","8/18/2020","2013-02-13",NULL,"163-00-0-296",3
"1097","Quail Cove","2090 N Hill Field Rd, Layton, UT 84041","2090 Hill Field","Layton","UT","84041","https://www.quailcovelayton.com/","Keller Investment Properties LLC","Keller Investment Properties LLC","B","B+","1987",420,354480,"Stabilized","Salt Lake City/Ogden/Clearfield, UT","Layton/Davis County","8/6/2020","2016-05-31",NULL,"09-037-0060",3
"1098","Raindance","2201 NW 122nd St, Oklahoma City, OK 73120","2201 122nd","Oklahoma","OK","73120","http://www.raindance-apts.com/","Independence Realty Trust","Independence Realty Trust","B-","B-","1983",504,367920,"Stabilized","Oklahoma City, OK","North Central Oklahoma City","8/18/2020","2014-02-28",NULL,"124461000",2
"1099","Reflections at the Lakes","2601 S Grand Canyon Dr, Las Vegas, NV 89117","2601 Grand Canyon","Las","NV","89117","http://www.reflectionsatthelakes-apts.com/","Bridge Investment Group","Bridge Property Management","B+","B-","1989",326,293074,"Stabilized","Las Vegas-Henderson-Paradise, NV","Summerlin/The Lakes","8/18/2020","2016-08-31",NULL,"163-07-101-005",3
"11","Courtney Park","4470 S Lemay Ave, Fort Collins, CO 80525","4470 Lemay","Fort","CO","80525","http://www.courtneyparkapthomes.com/FloorPlans","JRK Property Holdings","JRK Property Holdings","B+","B","1986",248,205344,"Stabilized","Fort Collins, CO","Fort Collins","8/3/2020","2008-10-22",NULL,"R1201913",2
"110","Sterling Park","3660 Sterling Park Cir, Grove City, OH 43123","3660 Sterling Park","Grove","OH","43123","https://www.sterlingparkaparts.com/","Brookfield Asset Management","Fairfield Residential","B+","A-","1994",127,93599,"Stabilized","Columbus, OH","Grove City/South Columbus","8/3/2020","1999-11-16",NULL,"040-008157",2
"1100","Regatta","12635 Scarsdale Dr, San Antonio, TX 78217","12635 Scarsdale","San","TX","78217","http://www.regattaliving.com/","Bluebonnet Commercial Management","Bluebonnet Commercial Management","C+","B","1983",200,174400,"Stabilized","San Antonio-New Braunfels, TX","Northeast San Antonio","8/4/2020","2019-06-17",NULL,"17167-050-0020",2
"1101","Ridgegate Apartments Homes","24808 100th Pl SE, Kent, WA 98030","24808 100th","Kent","WA","98030","http://www.liveridgegateapts.com/","TruAmerica Multifamily","Avenue5 Residential","C","B","1990",152,134976,"Stabilized","Seattle-Bellevue-Everett, WA","Kent/Auburn","8/19/2020","2015-09-24",NULL,"202205-9006",3
"1102","Ridgetop Apartment Homes","11153 Shipside Ln NW, Silverdale, WA 98383","11153 Shipside","Silverdale","WA","98383","http://www.liveridgetopapts.com/","Elan Real Estate Management","Avenue5 Residential","A","","1988",220,198660,"Stabilized","Bremerton-Silverdale, WA","","8/18/2020","2019-01-22",NULL,"152501-2-036-20-03",3
"1103","Riverside Park","7700 Riverside Pkwy, Tulsa, OK 74136","7700 Riverside","Tulsa","OK","74136","http://www.theriversideparkapts.com/","Gaines Investment Trust","Gaines Investment Trust","B","B","1995",288,235584,"Stabilized","Tulsa, OK","Central Tulsa","8/3/2020","2006-04-12",NULL,"74260-83-07-44970",3
"1104","San Tropez","2700 North Hayden Road, Scottsdale, AZ 85257","2700 Hayden","Scottsdale","AZ","85257","http://www.mysantropezapartments.com/","Nevins Adams Lewbel Schell","Nevins Adams Lewbel Schell","B+","B-","1989",316,331484,"Stabilized","Phoenix-Mesa-Scottsdale, AZ","South Scottsdale","8/18/2020",NULL,NULL,"",3
"1106","47seventy Settler`s Point II","4770 south Simmental Way, Taylorsville, UT 84123","4770 Simmental","Taylorsville","UT","84123","http://www.47seventysettlerspoint.com/","TruAmerica Multifamily","Avenue5 Residential","B-","C+","1986",288,262944,"Stabilized","Salt Lake City/Ogden/Clearfield, UT","Southwest Salt Lake City","8/12/2020","2015-09-24",NULL,"21-10-202-004-0000",2
"1107","Seventh and James Apartments","600 7th Ave, Seattle, WA 98104","600 7th","Seattle","WA","98104","https://www.equityapartments.com/seattle/first-hill/seventh-and-james-apartments","Equity Residential","Equity Residential","B","C-","1991",96,65376,"Stabilized","Seattle-Bellevue-Everett, WA","Downtown Seattle","8/18/2020",NULL,NULL,"859040-0485",7
"1109","The Club at Town Center","3737 St Johns Bluff Rd S, Jacksonville, FL 32224","3737 St Johns Bluff","Jacksonville","FL","32224","http://www.theclubattowncenter.com/","GoldOller Real Estate Investments","GoldOller Real Estate Investments","A","B+","1984",432,361584,"Stabilized","Jacksonville, FL","Upper Southside","8/18/2020",NULL,NULL,"",2
"111","Summer Ridge","5545 Summer Ridge Blvd, Kalamazoo, MI 49009","5545 Summer Ridge","Kalamazoo","MI","49009","https://www.summerridgeapartments.com/","The Solomon Organization LLC","The Solomon Organization LLC","A-","B+","1989",248,234856,"Stabilized","Kalamazoo/Battle Creek, MI","West Kalamazoo/University","8/6/2020",NULL,NULL,"05-13-130-011",2
"1110","Woodland Oaks II","7142 S 92nd E Ave, Tulsa, OK 74133","7142 92nd E","Tulsa","OK","74133","http://www.woodlandoaksapts.com/","Eaton Vance","Lincoln Property Company","B","B-","1984",200,151200,"Stabilized","Tulsa, OK","South Tulsa/Broken Arrow","8/18/2020","2000-11-20",NULL,"77790-83-12-20870",2
"1111","Skyline Gateway","4601 E Skyline Dr, Tucson, AZ 85718","4601 Skyline","Tucson","AZ","85718","http://www.hslskylinegateway.com/","HSL PROPERTIES","HSL PROPERTIES","A-","B+","1985",246,179088,"Stabilized","Tucson, AZ","Catalina Foothills","8/6/2020","2000-07-03",NULL,"109-05-5290",3
"1112","Springs of Country Woods","6945 S 1050 E, Midvale, UT 84047","6945 1050","Midvale","UT","84047","http://www.springsofcountrywoods.com/","JSP Properties","AMC LLC","B","B-","1982",590,486750,"Stabilized","Salt Lake City/Ogden/Clearfield, UT","Midvale/Sandy/Draper","8/6/2020","2007-10-26",NULL,"22-20-376-031-4001",3
"1113","The Villas At Holly","6760 S Glencoe St, Littleton, CO 80122","6760 Glencoe","Littleton","CO","80122","https://www.echelonrents.com/villas-at-holly-centennial-co/?utm_source=googlemybusiness&utm_medium=organic&utm_campaign=website_link","Triumph Properties Group","Echelon Property Group","B-","B-","1979",144,122112,"Stabilized","Denver-Aurora-Lakewood, CO","Littleton","8/28/2020","2017-01-18",NULL,"2075-30-1-15-003",3
"1114","Citizen and Oake","5406 82nd St SW, Lakewood, WA 98499","5406 82nd","Lakewood","WA","98499","http://www.citizenandoake.com/","Thayer Manca Residential","Greystar","A-","A+","1990",231,209979,"Stabilized","Tacoma-Lakewood, WA","Southwest Pierce County","8/18/2020","2016-08-18",NULL,"022035-5-024",3
"1115","Summit at Lake Union Apartment Homes","1735 Dexter Ave N, Seattle, WA 98109","1735 Dexter","Seattle","WA","98109","http://www.thesummitatlakeunion.com/","First Pointe Management Group","First Pointe Management Group","B","D","1996",149,120988,"Stabilized","Seattle-Bellevue-Everett, WA","South Lake Union/Queen Anne","8/3/2020","2015-10-14",NULL,"192504-9052",6
"1116","Surprise Lake Village","2800 Queens Way, Milton, WA 98354","2800 Queens","Milton","WA","98354","http://www.surpriselakevillage.info/","LivCor","Bridge Investment Group","A-","A-","1987",338,321776,"Stabilized","Tacoma-Lakewood, WA","East Pierce County","8/3/2020","2016-10-05",NULL,"042004-4-133",3
"1117","Sycamore at Scottsdale","6599 E Thomas Rd, Scottsdale, AZ 85251","6599 Thomas","Scottsdale","AZ","85251","http://www.thesycamoreatscottsdale.com/","Privately Owned","Pinnacle","B","C+","1990",350,329350,"Stabilized","Phoenix-Mesa-Scottsdale, AZ","South Scottsdale","8/18/2020","2013-05-01",NULL,"129-03-004-G",2
"1118","Tamarind at Stoneridge","143 Stoneridge Dr, Columbia, SC 29210","143 Stoneridge","Columbia","SC","29210","http://www.tamarindatstoneridge.com/","Graycliff Capital","N&H Enterprises, Inc.","B-","B","1985",220,184800,"Stabilized","Columbia, SC","Dutch Fork","8/3/2020","2016-01-22",NULL,"07216-01-10",3
"1120","The Invitational","3959 NW 122nd St, Oklahoma City, OK 73120","3959 122nd","Oklahoma","OK","73120","http://www.invitational-apts.com/","Independence Realty Trust","Independence Realty Trust","B","B","1983",344,255592,"Stabilized","Oklahoma City, OK","North Central Oklahoma City","8/18/2020","2014-02-28",NULL,"132451050",2
"1121","The Marks II","1701 E Hampden Ave, Englewood, CO 80113","1701 Hampden","Englewood","CO","80113","http://www.marks-living.com/","Starwood Capital Group","Highmark Residential","C+","C+","1987",336,287952,"Stabilized","Denver-Aurora-Lakewood, CO","South Denver/Englewood","8/13/2020","2016-01-26",NULL,"1971-35-4-20-002",3
"1122","The Collection at Overlook","4934 Woodstone Dr, San Antonio, TX 78230","4934 Woodstone","San","TX","78230","http://www.collectionatoverlook.com/","","Internacional Realty","B-","C+","1985",411,294276,"Stabilized","San Antonio-New Braunfels, TX","Northwest San Antonio","8/7/2020","2004-01-30",NULL,"16094-002-0060",3
"1123","The Pointe at South Mountain","8809 S Pointe Pkwy E, Phoenix, AZ 85044","8809 Pointe","Phoenix","AZ","85044","https://www.pointeatsouthmountain.com/","ConAm Management Corporation","ConAm Management Corporation","B-","B-","1988",364,310128,"Stabilized","Phoenix-Mesa-Scottsdale, AZ","South Phoenix","8/3/2020","2015-01-21",NULL,"301-11-006-K",2
"1125","Keystone","12150 Race St, Denver, CO 80241","12150 Race","Denver","CO","80241","https://www.missionrockresidential.com/apartments/co/northglenn/keystone/","Hamilton Zanze & Company","Mission Rock Residential","","","1986",203,153874,"Rehab","Denver-Aurora-Lakewood, CO","Thornton/Northglenn","8/6/2020","2013-03-28",NULL,"R0025311",3
"1126","Tivoli Lakes Club","602 Anderson Cir, Deerfield Beach, FL 33441","602 Anderson","Deerfield","FL","33441","http://www.tivoliparkdeerfield.com/","Investments Limited","Investments Limited","B-","B-","1991",278,273552,"Stabilized","Fort Lauderdale-Pompano Beach-Deerfield Beach, FL","Pompano Beach/Deerfield Beach","8/12/2020","1999-07-26",NULL,"48-42-01-20-0050",3
"1127","Alamo Park","2355 Austin Hwy, San Antonio, TX 78218","2355 Austin","San","TX","78218","https://alamoparkapartments.com/","Achieve Investment Group","Achieve Investment Group","B","B","1983",308,202356,"Stabilized","San Antonio-New Braunfels, TX","Northeast San Antonio","8/4/2020","2010-02-03",NULL,"12162-000-0151",3
"1128","Trinity Lakes I","7935 Club Drive, Cordova, TN 38016","7935 Club","Cordova","TN","38016","http://www.trinitylakesapts.com/","CLK Properties","CLK Properties","B","B-","1987",330,294690,"Stabilized","Memphis, TN-MS-AR","Cordova/Bartlett","8/11/2020",NULL,NULL,"",3
"1131","Kallisto at Bear Creek II","2605 S Miller Dr, Lakewood, CO 80227","2605 Miller","Lakewood","CO","80227","https://www.kallistoatbearcreek.com/","Gelt Inc","","B-","A-","1996",216,235440,"Stabilized","Denver-Aurora-Lakewood, CO","South Lakewood","8/10/2020","2020-01-15",NULL,"175790",3
"1132","Village of Sycamore Ridge","1945 Everetts Folly St, Memphis, TN 38134","1945 Everetts Folly","Memphis","TN","38134",NULL,"Capital Growth Corporation","Privately Managed","C","B-","1972",114,148542,"Stabilized","Memphis, TN-MS-AR","North Memphis","8/6/2020","2011-10-11",NULL,"088-048 -004C",2
"1133","Villas of Oak Creste","5315 Fredericksburg Rd, San Antonio, TX 78229","5315 Fredericksburg","San","TX","78229","http://www.villasofoakcrestesa.com/","Seldin Company","Seldin Company","C+","C+","1979",280,208320,"Stabilized","San Antonio-New Braunfels, TX","Medical Center","8/18/2020","2012-02-24",NULL,"11620-000-0192",3
"1134","Ezlyn Westminster","10305 Dover St, Westminster, CO 80021","10305 Dover","Westminster","CO","80021","http://www.hollandresidential.com/co/westminster/sofi","Holland Partners","Holland Partners","A-","A","1988",332,250328,"Stabilized","Denver-Aurora-Lakewood, CO","Broomfield","8/4/2020","2019-12-10",NULL,"190167",3
"1135","Avistar in 09","6700 N Vandiver Rd, San Antonio, TX 78209","6700 Vandiver","San","TX","78209","http://www.avistarin09apts.com/","American Opportunity for Housing","Foresight Asset Management","B","B+","1983",133,85519,"Stabilized","San Antonio-New Braunfels, TX","Alamo Heights","8/5/2020","2013-06-27",NULL,"08695-001-0301",2
"1136","Parc 1010","1010 E 66th Pl, Tulsa, OK 74136","1010 66th","Tulsa","OK","74136",NULL,"Case & Associates","Orion Operating Corporation","B","B","1991",300,224400,"Stabilized","Tulsa, OK","Central Tulsa","8/6/2020",NULL,NULL,"23190-82-01-13370",3
"114","Landings at the Preserve","100 Minges Creek Pl, Battle Creek, MI 49015","100 Minges Creek","Battle","MI","49015","https://www.landingsatthepreserve.com/","The Solomon Organization LLC","The Solomon Organization LLC","","","1990",190,182210,"Rehab","Kalamazoo/Battle Creek, MI","East Kalamazoo/Portage/Battle Creek","8/7/2020",NULL,NULL,"52-0086-00-660-0",2
"1140","Windridge","4409 107th St Ct SW, Tacoma, WA 98499","4409 107th St","Tacoma","WA","98499",NULL,"North West Properties","North West Properties","B+","A","1989",80,69680,"Stabilized","Tacoma-Lakewood, WA","Southwest Pierce County","8/3/2020","2004-11-02",NULL,"508000-156-1",3
"1141","Windrush","200 W 15th St, Edmond, OK 73013","200 15th","Edmond","OK","73013","http://www.windrush-apts.com/","Independence Realty Trust","Independence Realty Trust","A-","A-","1984",160,138080,"Stabilized","Oklahoma City, OK","Edmond/Logan County","8/18/2020","2014-02-28",NULL,"182499500",2
"1142","Woodland Mews","275 Fieldcrest St, Ann Arbor, MI 48103","275 Fieldcrest","Ann","MI","48103","http://www.woodlandmews.com/","Vesper Holdings","Campus Life & Style","B+","B+","1988",233,273775,"Stabilized","Ann Arbor, MI","Ann Arbor","8/3/2020",NULL,NULL,"",3
"1143","Woodland Oaks I","7142 S 92nd E Ave, Tulsa, OK 74133","7142 92nd E","Tulsa","OK","74133","http://www.woodlandoaksapts.com/","Eaton Vance","Lincoln Property Company","B+","B-","1983",228,181032,"Stabilized","Tulsa, OK","South Tulsa/Broken Arrow","8/18/2020","2000-11-20",NULL,"77790-83-12-20870",2
